identifier,section,parameter,value
K.EL_DOM@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.EL_DOM@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOM/INSPIRE/Bilder/dom1_33_412_5812_2_be_2021.tif
"
K.EL_DOM@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.EL_DOM@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOM/INSPIRE/Bilder/dom1_33_412_5814_2_be_2021.tif
"
K.EL_DOM@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.EL_DOM@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOM/INSPIRE/Bilder/dom1_33_414_5806_2_be_2021.tif
"
K.EL_DOM@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.EL_DOM@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOM/INSPIRE/Bilder/dom1_33_414_5808_2_be_2021.tif
"
K.EL_DOM@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.EL_DOM@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOM/INSPIRE/Bilder/dom1_33_414_5810_2_be_2021.tif
"
K.EL_DOM@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.EL_DOM@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOM/INSPIRE/Bilder/dom1_33_414_5812_2_be_2021.tif
"
K.EL_DOM@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.EL_DOM@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOM/INSPIRE/Bilder/dom1_33_416_5810_2_be_2021.tif
"
K.k5_farbe@senstadt,Karte von Berlin 1:5000 (K5 - Farbausgabe),Kurzbeschreibung,"Landeskartenwerk mit administr. Grenzen, Flurstücksgrenzen, Straßennamen, Grundstücksnummern, 
Flächen der tatsächl. Nutzung. Hergestellt von den Vermessungsstellen der Bezirke auf Basis des 
Amtlichen LiegenschaftsKatasterInformationsSystems (ALKIS)"
K.k5_farbe@senstadt,Karte von Berlin 1:5000 (K5 - Farbausgabe),Koordinatensysteme,EPSG:25833
K.k5_farbe@senstadt,Karte von Berlin 1:5000 (K5 - Farbausgabe),Grafikformate,image/tiff
K.k5_farbe@senstadt,Karte von Berlin 1:5000 (K5 - Farbausgabe),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]"". Nutzungsbestimmungen gelten nicht für die Brandenburger Landesteile (ALKIS-Daten Land Brandenburg © GeoBasis-DE/LGB, GB-D 39/16)."
K.k5_farbe@senstadt,Karte von Berlin 1:5000 (K5 - Farbausgabe),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k5_farbe@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_k5_farbe
K.k5_farbe@senstadt,Technische Angaben,Standard,ATOM-Feed
K.k5_farbe@senstadt,Technische Angaben,Version,1.0
K.k5_farbe@senstadt,Direkter Download des Datensatzes,Erläuterung,"
Blattschnitt Karte von Berlin 1:5000 (K5)
"
K.k5_farbe@senstadt,Direkter Download des Datensatzes,K5 Farbe Nordost,"
https://fbinter.stadt-berlin.de/fb/atom/K5/farbe/k5_nordost_f.zip
"
K.k5_farbe@senstadt,Direkter Download des Datensatzes,K5 Farbe Nordwest,"
https://fbinter.stadt-berlin.de/fb/atom/K5/farbe/k5_nordwest_f.zip
"
K.k5_farbe@senstadt,Direkter Download des Datensatzes,K5 Farbe Südost,"
https://fbinter.stadt-berlin.de/fb/atom/K5/farbe/k5_suedost_f.zip
"
K.k5_farbe@senstadt,Direkter Download des Datensatzes,K5 Farbe Südwest,"
https://fbinter.stadt-berlin.de/fb/atom/K5/farbe/k5_suedwest_f.zip
"
K.k5_sw@senstadt,Karte von Berlin 1:5000 (K5 SW-Ausgabe),Kurzbeschreibung,"Landeskartenwerk mit administrativen Grenzen, Flurstücksgrenzen, Straßennamen, Grundstücksnummerierung. Hergestellt von den Vermessungsstellen der Bezirke auf Basis des Amtlichen LiegenschaftsKatasterInformationsSystems (ALKIS)"
K.k5_sw@senstadt,Karte von Berlin 1:5000 (K5 SW-Ausgabe),Koordinatensysteme,EPSG:25833
K.k5_sw@senstadt,Karte von Berlin 1:5000 (K5 SW-Ausgabe),Grafikformate,image/tiff
K.k5_sw@senstadt,Karte von Berlin 1:5000 (K5 SW-Ausgabe),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]"". Nutzungsbestimmungen gelten nicht für die Brandenburger Landesteile (ALKIS-Daten Land Brandenburg © GeoBasis-DE/LGB, GB-D 39/16)."
K.k5_sw@senstadt,Karte von Berlin 1:5000 (K5 SW-Ausgabe),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k5_sw@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_k5sw
K.k5_sw@senstadt,Technische Angaben,Standard,ATOM-Feed
K.k5_sw@senstadt,Technische Angaben,Version,1.0
K.k5_sw@senstadt,Direkter Download des Datensatzes,Erläuterung,"
Blattschnitt Karte von Berlin 1:5000 (K5)
"
K.k5_sw@senstadt,Direkter Download des Datensatzes,K5 sw,"
https://fbinter.stadt-berlin.de/fb/atom/K5/sw/k5_sw.zip
"
K.k_luftbild1928@senstadt,"Luftbilder 1928, Maßstab 1:4 000",Kurzbeschreibung,"Senkrechtaufnahmen von Berlin, Fotoblätter ohne Überlappungen im Maßstab 1:4 000."
K.k_luftbild1928@senstadt,"Luftbilder 1928, Maßstab 1:4 000",Koordinatensysteme,EPSG:25833
K.k_luftbild1928@senstadt,"Luftbilder 1928, Maßstab 1:4 000",Grafikformate,"application/x-ecw, application/x-ecw/"
K.k_luftbild1928@senstadt,"Luftbilder 1928, Maßstab 1:4 000",Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_luftbild1928@senstadt,"Luftbilder 1928, Maßstab 1:4 000",Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_luftbild1928@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_luftbild1928
K.k_luftbild1928@senstadt,Technische Angaben,Standard,ATOM-Feed
K.k_luftbild1928@senstadt,Technische Angaben,Version,1.0
K.k_luftbild1928@senstadt,Direkter Download des Datensatzes,Erläuterung,"
Blattschnittübersicht 2x2 Km
"
K.k_luftbild1928@senstadt,Direkter Download des Datensatzes,Mitte,"
https://fbinter.stadt-berlin.de/fb/atom/luftbilder/1928/Mitte.zip
"
K.k_luftbild1928@senstadt,Direkter Download des Datensatzes,Nord,"
https://fbinter.stadt-berlin.de/fb/atom/luftbilder/1928/Nord.zip
"
K.k_luftbild1928@senstadt,Direkter Download des Datensatzes,Nordost,"
https://fbinter.stadt-berlin.de/fb/atom/luftbilder/1928/Nordost.zip
"
K.k_luftbild1928@senstadt,Direkter Download des Datensatzes,Nordwest,"
https://fbinter.stadt-berlin.de/fb/atom/luftbilder/1928/Nordwest.zip
"
K.k_luftbild1928@senstadt,Direkter Download des Datensatzes,Ost,"
https://fbinter.stadt-berlin.de/fb/atom/luftbilder/1928/Ost.zip
"
K.k_luftbild1928@senstadt,Direkter Download des Datensatzes,Sued,"
https://fbinter.stadt-berlin.de/fb/atom/luftbilder/1928/Sued.zip
"
K.k_luftbild1928@senstadt,Direkter Download des Datensatzes,Suedost,"
https://fbinter.stadt-berlin.de/fb/atom/luftbilder/1928/Suedost.zip
"
K.k_luftbild1928@senstadt,Direkter Download des Datensatzes,Suedwest,"
https://fbinter.stadt-berlin.de/fb/atom/luftbilder/1928/Suedwest.zip
"
K.k_luftbild1928@senstadt,Direkter Download des Datensatzes,West,"
https://fbinter.stadt-berlin.de/fb/atom/luftbilder/1928/West.zip
"
K.OI_DOP2021rgbi@senstadt,Orthofotografie im INSPIRE-Datenmodell (DOP20RGBI 2021),Kurzbeschreibung,"Bei den Daten handelt es sich um farbige digitale Orthophotomosaike (DOP), die aus dem digitalen Bildflug am 22. Februar 2021 entstanden sind. Die Daten liegen für das gesamte Berliner Stadtgebiet im Blattschnitt 2 km x 2 km vor und haben eine Bodenauflösung von 0,20 Meter bei einer Lagegenauigkeit von +/- 0,4 Meter. Die Bereitstellung der Daten erfolgt durch Bilddaten im JPEG2000-Format. In dazugehörigen GML-Dateien sind sie durch Attribute des INSPIRE-Datenmodells ""Orthofotografie"" beschrieben."
K.OI_DOP2021rgbi@senstadt,Orthofotografie im INSPIRE-Datenmodell (DOP20RGBI 2021),Koordinatensysteme,EPSG:25833
K.OI_DOP2021rgbi@senstadt,Orthofotografie im INSPIRE-Datenmodell (DOP20RGBI 2021),Grafikformate,image/jp2
K.OI_DOP2021rgbi@senstadt,Orthofotografie im INSPIRE-Datenmodell (DOP20RGBI 2021),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.OI_DOP2021rgbi@senstadt,Orthofotografie im INSPIRE-Datenmodell (DOP20RGBI 2021),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.OI_DOP2021rgbi@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_OI_DOP2021rgbi
K.OI_DOP2021rgbi@senstadt,Technische Angaben,Standard,ATOM-Feed
K.OI_DOP2021rgbi@senstadt,Technische Angaben,Version,1.0
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_368_5808_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_370_5806_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_370_5808_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_370_5810_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_370_5812_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_370_5814_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_372_5804_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_372_5806_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_372_5808_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_372_5810_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_372_5812_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_372_5814_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_372_5816_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_372_5818_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_372_5820_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_372_5822_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_372_5824_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_372_5826_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_372_5828_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_374_5806_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_374_5808_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_374_5810_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_374_5812_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_374_5814_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_374_5816_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_374_5818_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_374_5820_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_374_5822_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_374_5824_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_374_5826_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_374_5828_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_376_5806_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_376_5808_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_376_5810_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_376_5812_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_376_5814_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_376_5816_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_376_5818_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_376_5820_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_376_5822_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_376_5824_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_376_5826_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_376_5828_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_376_5830_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_378_5808_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_378_5810_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_378_5812_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_378_5814_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_378_5816_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_378_5818_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_378_5820_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Bild,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20rgb_2021/bilder/dop20rgbi_378_5822_2_be_2021.jp2
"
K.OI_DOP2021rgbi@senstadt,Direkter Download des Datensatzes,Erläuterung,"
GML-Beschreibung
"
