identifier,section,parameter,value
K.k04_08_1lniederschl@senstadt,Langjährige Niederschlagsverteilung 1981-2010 - Rasterflächen (Umweltatlas),Koordinatensysteme,EPSG:25833
K.k04_08_1lniederschl@senstadt,Langjährige Niederschlagsverteilung 1981-2010 - Rasterflächen (Umweltatlas),Grafikformate,image/tiff
K.k04_08_1lniederschl@senstadt,Langjährige Niederschlagsverteilung 1981-2010 - Rasterflächen (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Umweltatlas Berlin / [Titel des Datensatzes]""."
K.k04_08_1lniederschl@senstadt,Langjährige Niederschlagsverteilung 1981-2010 - Rasterflächen (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k04_08_1lniederschl@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_04_08lniederschl_rast_8110
K.k04_08_1lniederschl@senstadt,Technische Angaben,Standard,ATOM-Feed
K.k04_08_1lniederschl@senstadt,Technische Angaben,Version,1.0
K.k04_08_1lniederschl@senstadt,Direkter Download des Datensatzes,Erläuterung,"Interpolierte Rasterflächen (100 m x 100 m) der mittleren Niederschläge für das Gesamtjahr, Sommer- und Winterhalbjahr, die aus den Ausgangsraster (1 km x 1 km) des DWD berechnet wurden. Die Datenbereitstellung der Dateien über das ATOM erfolgt im Geotiff-Format in einer zip-Datei (1,7 MB)."
K.k04_08_1lniederschl@senstadt,Direkter Download des Datensatzes,Langjährige Niederschlagsverteilung 1981-2010 - Rasterflächen (Umweltatlas),"
https://fbinter.stadt-berlin.de/fb/atom/niederschlag_04_08_8110/raster04_08_8110.zip
"
K.k04_08_2lniederschl@senstadt,Langjährige Niederschlagsverteilung 1981-2010 - Rasterflächen (Umweltatlas),Kurzbeschreibung,"Interpolierte Rasterflächen (100 m x 100 m) der mittleren Niederschläge für das Gesamtjahr, Sommer- und Winterhalbjahr, die aus den Ausgangsraster (1 km x 1 km) des DWD berechnet wurden. Datenstand Januar 2021."
K.k04_08_2lniederschl@senstadt,Langjährige Niederschlagsverteilung 1981-2010 - Rasterflächen (Umweltatlas),Koordinatensysteme,EPSG:25833
K.k04_08_2lniederschl@senstadt,Langjährige Niederschlagsverteilung 1981-2010 - Rasterflächen (Umweltatlas),Grafikformate,image/tiff
K.k04_08_2lniederschl@senstadt,Langjährige Niederschlagsverteilung 1981-2010 - Rasterflächen (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Umweltatlas Berlin / [Titel des Datensatzes]""."
K.k04_08_2lniederschl@senstadt,Langjährige Niederschlagsverteilung 1981-2010 - Rasterflächen (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k04_08_2lniederschl@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_04_08lniederschl_rast_8110
K.k04_08_2lniederschl@senstadt,Technische Angaben,Standard,ATOM-Feed
K.k04_08_2lniederschl@senstadt,Technische Angaben,Version,1.0
K.k04_08_2lniederschl@senstadt,Direkter Download des Datensatzes,Erläuterung,"Interpolierte Rasterflächen (100 m x 100 m) der mittleren Niederschläge für das Gesamtjahr, Sommer- und Winterhalbjahr, die aus den Ausgangsraster (1 km x 1 km) des DWD berechnet wurden. Die Datenbereitstellung der Dateien über das ATOM erfolgt im Geotiff-Format in einer zip-Datei (1,7 MB)."
K.k04_08_2lniederschl@senstadt,Direkter Download des Datensatzes,Langjährige Niederschlagsverteilung 1981-2010 - Rasterflächen (Umweltatlas),"
https://fbinter.stadt-berlin.de/fb/atom/niederschlag_04_08_8110/raster04_08_8110.zip
"
K.k04_08_3lniederschl@senstadt,Langjährige Niederschlagsverteilung 1981-2010 - Rasterflächen (Umweltatlas),Kurzbeschreibung,"Interpolierte Rasterflächen (100 m x 100 m) der mittleren Niederschläge für das Gesamtjahr, Sommer- und Winterhalbjahr, die aus den Ausgangsraster (1 km x 1 km) des DWD berechnet wurden. Datenstand Januar 2021."
K.k04_08_3lniederschl@senstadt,Langjährige Niederschlagsverteilung 1981-2010 - Rasterflächen (Umweltatlas),Koordinatensysteme,EPSG:25833
K.k04_08_3lniederschl@senstadt,Langjährige Niederschlagsverteilung 1981-2010 - Rasterflächen (Umweltatlas),Grafikformate,image/tiff
K.k04_08_3lniederschl@senstadt,Langjährige Niederschlagsverteilung 1981-2010 - Rasterflächen (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Umweltatlas Berlin / [Titel des Datensatzes]""."
K.k04_08_3lniederschl@senstadt,Langjährige Niederschlagsverteilung 1981-2010 - Rasterflächen (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k04_08_3lniederschl@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_04_08lniederschl_rast_8110
K.k04_08_3lniederschl@senstadt,Technische Angaben,Standard,ATOM-Feed
K.k04_08_3lniederschl@senstadt,Technische Angaben,Version,1.0
K.k04_08_3lniederschl@senstadt,Direkter Download des Datensatzes,Erläuterung,"Interpolierte Rasterflächen (100 m x 100 m) der mittleren Niederschläge für das Gesamtjahr, Sommer- und Winterhalbjahr, die aus den Ausgangsraster (1 km x 1 km) des DWD berechnet wurden. Die Datenbereitstellung der Dateien über das ATOM erfolgt im Geotiff-Format in einer zip-Datei (1,7 MB)."
K.k04_08_3lniederschl@senstadt,Direkter Download des Datensatzes,Langjährige Niederschlagsverteilung 1981-2010 - Rasterflächen (Umweltatlas),"
https://fbinter.stadt-berlin.de/fb/atom/niederschlag_04_08_8110/raster04_08_8110.zip
"
K.k04_02_1ltempmittel@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Kurzbeschreibung,"Interpolierte Rasterflächen (100 m x 100 m) der mittleren Lufttemperatur für das Gesamtjahr, den Frühling, Sommer, Herbst und Winter, die aus den Ausgangsraster (1 km x 1 km) des DWD berechnet wurden. Datenstand Januar 2021."
K.k04_02_1ltempmittel@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Koordinatensysteme,EPSG:25833
K.k04_02_1ltempmittel@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Grafikformate,image/tiff
K.k04_02_1ltempmittel@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Umweltatlas Berlin / [Titel des Datensatzes]""."
K.k04_02_1ltempmittel@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k04_02_1ltempmittel@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_04_02ltemp_rast_8110
K.k04_02_1ltempmittel@senstadt,Technische Angaben,Standard,ATOM-Feed
K.k04_02_1ltempmittel@senstadt,Technische Angaben,Version,1.0
K.k04_02_1ltempmittel@senstadt,Direkter Download des Datensatzes,Erläuterung,"Interpolierte Rasterflächen (100 m x 100 m) der mittleren Lufttemperatur für das Gesamtjahr, den Frühling, Sommer, Herbst und Winter, die aus den Ausgangsraster (1 km x 1 km) des DWD berechnet wurden. Die Datenbereitstellung der Dateien über das ATOM erfolgt im Geotiff-Format in einer zip-Datei (2,5 MB)."
K.k04_02_1ltempmittel@senstadt,Direkter Download des Datensatzes,gjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),"
https://fbinter.stadt-berlin.de/fb/atom/temperatur_04_02_8110/raster04_02_8110.zip
"
K.k04_02_2ltempmittel_frueh@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Kurzbeschreibung,"Interpolierte Rasterflächen (100 m x 100 m) der mittleren Lufttemperatur für das Gesamtjahr, den Frühling, Sommer, Herbst und Winter, die aus den Ausgangsraster (1 km x 1 km) des DWD berechnet wurden. Datenstand Januar 2021."
K.k04_02_2ltempmittel_frueh@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Koordinatensysteme,EPSG:25833
K.k04_02_2ltempmittel_frueh@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Grafikformate,image/tiff
K.k04_02_2ltempmittel_frueh@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Umweltatlas Berlin / [Titel des Datensatzes]""."
K.k04_02_2ltempmittel_frueh@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k04_02_2ltempmittel_frueh@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_04_02ltemp_rast_8110
K.k04_02_2ltempmittel_frueh@senstadt,Technische Angaben,Standard,ATOM-Feed
K.k04_02_2ltempmittel_frueh@senstadt,Technische Angaben,Version,1.0
K.k04_02_2ltempmittel_frueh@senstadt,Direkter Download des Datensatzes,Erläuterung,"Interpolierte Rasterflächen (100 m x 100 m) der mittleren Lufttemperatur für das Gesamtjahr, den Frühling, Sommer, Herbst und Winter, die aus den Ausgangsraster (1 km x 1 km) des DWD berechnet wurden. Die Datenbereitstellung der Dateien über das ATOM erfolgt im Geotiff-Format in einer zip-Datei (2,5 MB)."
K.k04_02_2ltempmittel_frueh@senstadt,Direkter Download des Datensatzes,gjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),"
https://fbinter.stadt-berlin.de/fb/atom/temperatur_04_02_8110/raster04_02_8110.zip
"
K.k04_02_4ltempmittel_herbst@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Kurzbeschreibung,"Interpolierte Rasterflächen (100 m x 100 m) der mittleren Lufttemperatur für das Gesamtjahr, den Frühling, Sommer, Herbst und Winter, die aus den Ausgangsraster (1 km x 1 km) des DWD berechnet wurden. Datenstand Januar 2021."
K.k04_02_4ltempmittel_herbst@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Koordinatensysteme,EPSG:25833
K.k04_02_4ltempmittel_herbst@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Grafikformate,image/tiff
K.k04_02_4ltempmittel_herbst@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Umweltatlas Berlin / [Titel des Datensatzes]""."
K.k04_02_4ltempmittel_herbst@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k04_02_4ltempmittel_herbst@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_04_02ltemp_rast_8110
K.k04_02_4ltempmittel_herbst@senstadt,Technische Angaben,Standard,ATOM-Feed
K.k04_02_4ltempmittel_herbst@senstadt,Technische Angaben,Version,1.0
K.k04_02_4ltempmittel_herbst@senstadt,Direkter Download des Datensatzes,Erläuterung,"Interpolierte Rasterflächen (100 m x 100 m) der mittleren Lufttemperatur für das Gesamtjahr, den Frühling, Sommer, Herbst und Winter, die aus den Ausgangsraster (1 km x 1 km) des DWD berechnet wurden. Die Datenbereitstellung der Dateien über das ATOM erfolgt im Geotiff-Format in einer zip-Datei (2,5 MB)."
K.k04_02_4ltempmittel_herbst@senstadt,Direkter Download des Datensatzes,gjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),"
https://fbinter.stadt-berlin.de/fb/atom/temperatur_04_02_8110/raster04_02_8110.zip
"
K.k04_02_3ltempmittel_som@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Kurzbeschreibung,"Interpolierte Rasterflächen (100 m x 100 m) der mittleren Lufttemperatur für das Gesamtjahr, den Frühling, Sommer, Herbst und Winter, die aus den Ausgangsraster (1 km x 1 km) des DWD berechnet wurden. Datenstand Januar 2021."
K.k04_02_3ltempmittel_som@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Koordinatensysteme,EPSG:25833
K.k04_02_3ltempmittel_som@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Grafikformate,image/tiff
K.k04_02_3ltempmittel_som@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Umweltatlas Berlin / [Titel des Datensatzes]""."
K.k04_02_3ltempmittel_som@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k04_02_3ltempmittel_som@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_04_02ltemp_rast_8110
K.k04_02_3ltempmittel_som@senstadt,Technische Angaben,Standard,ATOM-Feed
K.k04_02_3ltempmittel_som@senstadt,Technische Angaben,Version,1.0
K.k04_02_3ltempmittel_som@senstadt,Direkter Download des Datensatzes,Erläuterung,"Interpolierte Rasterflächen (100 m x 100 m) der mittleren Lufttemperatur für das Gesamtjahr, den Frühling, Sommer, Herbst und Winter, die aus den Ausgangsraster (1 km x 1 km) des DWD berechnet wurden. Die Datenbereitstellung der Dateien über das ATOM erfolgt im Geotiff-Format in einer zip-Datei (2,5 MB)."
K.k04_02_3ltempmittel_som@senstadt,Direkter Download des Datensatzes,gjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),"
https://fbinter.stadt-berlin.de/fb/atom/temperatur_04_02_8110/raster04_02_8110.zip
"
K.k04_02_5ltempmittel_wint@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Kurzbeschreibung,"Interpolierte Rasterflächen (100 m x 100 m) der mittleren Lufttemperatur für das Gesamtjahr, den Frühling, Sommer, Herbst und Winter, die aus den Ausgangsraster (1 km x 1 km) des DWD berechnet wurden. Datenstand Januar 2021."
K.k04_02_5ltempmittel_wint@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Koordinatensysteme,EPSG:25833
K.k04_02_5ltempmittel_wint@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Grafikformate,image/tiff
K.k04_02_5ltempmittel_wint@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Umweltatlas Berlin / [Titel des Datensatzes]""."
K.k04_02_5ltempmittel_wint@senstadt,Langjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k04_02_5ltempmittel_wint@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_04_02ltemp_rast_8110
K.k04_02_5ltempmittel_wint@senstadt,Technische Angaben,Standard,ATOM-Feed
K.k04_02_5ltempmittel_wint@senstadt,Technische Angaben,Version,1.0
K.k04_02_5ltempmittel_wint@senstadt,Direkter Download des Datensatzes,Erläuterung,"Interpolierte Rasterflächen (100 m x 100 m) der mittleren Lufttemperatur für das Gesamtjahr, den Frühling, Sommer, Herbst und Winter, die aus den Ausgangsraster (1 km x 1 km) des DWD berechnet wurden. Die Datenbereitstellung der Dateien über das ATOM erfolgt im Geotiff-Format in einer zip-Datei (2,5 MB)."
K.k04_02_5ltempmittel_wint@senstadt,Direkter Download des Datensatzes,gjähriges Mittel der Lufttemperatur 1981-2010 - Rasterflächen (Umweltatlas),"
https://fbinter.stadt-berlin.de/fb/atom/temperatur_04_02_8110/raster04_02_8110.zip
"
K.PF_IFAS@senstadt,Produktions- und Industrieanlagen im INSPIRE-Datenmodell (IFAS-Feuerungsanlagen),Kurzbeschreibung,"Dargestellt sind Produktionsstätten Berliner Feuerungsanlagen, die durch das Landesamt für Arbeitsschutz, Gesundheitsschutz und technische Sicherheit betreut werden. Sie sind durch Attribute des INSPIRE-Datenmodells ""Produktions- und Industrieanlagen"" beschrieben."
K.PF_IFAS@senstadt,Produktions- und Industrieanlagen im INSPIRE-Datenmodell (IFAS-Feuerungsanlagen),Koordinatensysteme,EPSG:25833
K.PF_IFAS@senstadt,Produktions- und Industrieanlagen im INSPIRE-Datenmodell (IFAS-Feuerungsanlagen),Grafikformate,application/x-gmz
K.PF_IFAS@senstadt,Produktions- und Industrieanlagen im INSPIRE-Datenmodell (IFAS-Feuerungsanlagen),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.PF_IFAS@senstadt,Produktions- und Industrieanlagen im INSPIRE-Datenmodell (IFAS-Feuerungsanlagen),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.PF_IFAS@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_PF_IFAS
K.PF_IFAS@senstadt,Technische Angaben,Standard,ATOM-Feed
K.PF_IFAS@senstadt,Technische Angaben,Version,1.0
K.PF_IFAS@senstadt,Direkter Download des Datensatzes,NA,"
https://fbinter.stadt-berlin.de/fb/atom/PF/PF_IFAS.zip
"
K.PF_LISA@senstadt,Produktions- und Industrieanlagen im INSPIRE-Datenmodell (LISA-Anlagen),Kurzbeschreibung,"Dargestellt sind Berliner Produktionsstätten und -anlagen, die durch die Senatsverwaltung für Umwelt, Mobilität, Verbraucher- und Klimaschutz Berlin betreut werden. Sie sind durch Attribute des INSPIRE-Datenmodells ""Produktions- und Industrieanlagen"" beschrieben."
K.PF_LISA@senstadt,Produktions- und Industrieanlagen im INSPIRE-Datenmodell (LISA-Anlagen),Koordinatensysteme,EPSG:25833
K.PF_LISA@senstadt,Produktions- und Industrieanlagen im INSPIRE-Datenmodell (LISA-Anlagen),Grafikformate,application/x-gmz
K.PF_LISA@senstadt,Produktions- und Industrieanlagen im INSPIRE-Datenmodell (LISA-Anlagen),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.PF_LISA@senstadt,Produktions- und Industrieanlagen im INSPIRE-Datenmodell (LISA-Anlagen),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.PF_LISA@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_PF_LISA
K.PF_LISA@senstadt,Technische Angaben,Standard,ATOM-Feed
K.PF_LISA@senstadt,Technische Angaben,Version,1.0
K.PF_LISA@senstadt,Direkter Download des Datensatzes,NA,"
https://fbinter.stadt-berlin.de/fb/atom/PF/PF_LISA.zip
"
K.wmsk_07_05_11fassadpeg@senstadt,Strat. Lärmkarte Fassadenpegel an lärmbeeinflußten Wohngebäuden 2017 (Umweltatlas),Kurzbeschreibung,Die Strategischen Lärmkarten 2017 geben Auskunft über die Lärmbelastung im Einwirkbereich von Hauptlärmquellen. Sie sind eine Fortführung der Strategischen Lärmkarten 2012.
K.wmsk_07_05_11fassadpeg@senstadt,Strat. Lärmkarte Fassadenpegel an lärmbeeinflußten Wohngebäuden 2017 (Umweltatlas),Koordinatensysteme,EPSG:25833
K.wmsk_07_05_11fassadpeg@senstadt,Strat. Lärmkarte Fassadenpegel an lärmbeeinflußten Wohngebäuden 2017 (Umweltatlas),Grafikformate,text/csv
K.wmsk_07_05_11fassadpeg@senstadt,Strat. Lärmkarte Fassadenpegel an lärmbeeinflußten Wohngebäuden 2017 (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Umweltatlas Berlin / [Titel des Datensatzes]""."
K.wmsk_07_05_11fassadpeg@senstadt,Strat. Lärmkarte Fassadenpegel an lärmbeeinflußten Wohngebäuden 2017 (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.wmsk_07_05_11fassadpeg@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_07_05_11fassadpeg
K.wmsk_07_05_11fassadpeg@senstadt,Technische Angaben,Standard,ATOM-Feed
K.wmsk_07_05_11fassadpeg@senstadt,Technische Angaben,Version,1.0
K.wmsk_07_05_11fassadpeg@senstadt,Direkter Download des Datensatzes,Erläuterung,"Die Strategischen Lärmkarten 2017 geben Auskunft über die Lärmbelastung im Einwirkbereich von Hauptlärmquellen. Sie sind eine Fortführung der Strategischen Lärmkarten 2012.
Die Karte stellt über die Anforderungen der Umgebungslärmrichtlinie hinaus eine summarische Betrachtung (Pegeladdition) der untersuchten Verkehrslärmquellen dar.
Die zip-Datei enthält eine Shape-Datei mit allen Fassadenpunkten der Berliner Wohngebäude (Koordinaten ETRS89 / UTM Zone 33N, EPSG: 25833, Gesamtlärm, Straßenverkehr, Straßenbahn und oberird. U-Bahn, Flugverkehr Flughafen Berlin-Tegel, Flugverkehr Flughafen Schönefeld)."
K.wmsk_07_05_11fassadpeg@senstadt,Direkter Download des Datensatzes,Fassadenpegel Gesamtlärm L_DEN 2017,"
https://fbinter.stadt-berlin.de/fb/atom/strat_laerm/FP_2017.zip
"
K.wmsk_07_05_12fassadpeg_gesDEN@senstadt,Strat. Lärmkarte Fassadenpegel an lärmbeeinflußten Wohngebäuden 2017 (Umweltatlas),Kurzbeschreibung,Die Strategischen Lärmkarten 2017 geben Auskunft über die Lärmbelastung im Einwirkbereich von Hauptlärmquellen. Sie sind eine Fortführung der Strategischen Lärmkarten 2012.
K.wmsk_07_05_12fassadpeg_gesDEN@senstadt,Strat. Lärmkarte Fassadenpegel an lärmbeeinflußten Wohngebäuden 2017 (Umweltatlas),Koordinatensysteme,EPSG:25833
K.wmsk_07_05_12fassadpeg_gesDEN@senstadt,Strat. Lärmkarte Fassadenpegel an lärmbeeinflußten Wohngebäuden 2017 (Umweltatlas),Grafikformate,text/csv
K.wmsk_07_05_12fassadpeg_gesDEN@senstadt,Strat. Lärmkarte Fassadenpegel an lärmbeeinflußten Wohngebäuden 2017 (Umweltatlas),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Umweltatlas Berlin / [Titel des Datensatzes]""."
K.wmsk_07_05_12fassadpeg_gesDEN@senstadt,Strat. Lärmkarte Fassadenpegel an lärmbeeinflußten Wohngebäuden 2017 (Umweltatlas),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.wmsk_07_05_12fassadpeg_gesDEN@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_07_05_11fassadpeg
K.wmsk_07_05_12fassadpeg_gesDEN@senstadt,Technische Angaben,Standard,ATOM-Feed
K.wmsk_07_05_12fassadpeg_gesDEN@senstadt,Technische Angaben,Version,1.0
K.wmsk_07_05_12fassadpeg_gesDEN@senstadt,Direkter Download des Datensatzes,Erläuterung,"Die Strategischen Lärmkarten 2017 geben Auskunft über die Lärmbelastung im Einwirkbereich von Hauptlärmquellen. Sie sind eine Fortführung der Strategischen Lärmkarten 2012.
Die Karte stellt über die Anforderungen der Umgebungslärmrichtlinie hinaus eine summarische Betrachtung (Pegeladdition) der untersuchten Verkehrslärmquellen dar.
Die zip-Datei enthält eine Shape-Datei mit allen Fassadenpunkten der Berliner Wohngebäude (Koordinaten ETRS89 / UTM Zone 33N, EPSG: 25833, Gesamtlärm, Straßenverkehr, Straßenbahn und oberird. U-Bahn, Flugverkehr Flughafen Berlin-Tegel, Flugverkehr Flughafen Schönefeld)."
K.wmsk_07_05_12fassadpeg_gesDEN@senstadt,Direkter Download des Datensatzes,Fassadenpegel Gesamtlärm L_DEN 2017,"
https://fbinter.stadt-berlin.de/fb/atom/strat_laerm/FP_2017.zip
"
K.wmsk_07_05_13fassadpeg_gesN@senstadt,Strat. Lärmkarte Fassadenpegel an lärmbeeinflußten Wohngebäuden 2017 (Umweltatlas),Kurzbeschreibung,Die Strategischen Lärmkarten 2017 geben Auskunft über die Lärmbelastung im Einwirkbereich von Hauptlärmquellen. Sie sind eine Fortführung der Strategischen Lärmkarten 2012.
K.wmsk_07_05_13fassadpeg_gesN@senstadt,Strat. Lärmkarte Fassadenpegel an lärmbeeinflußten Wohngebäuden 2017 (Umweltatlas),Koordinatensysteme,EPSG:25833
K.wmsk_07_05_13fassadpeg_gesN@senstadt,Strat. Lärmkarte Fassadenpegel an lärmbeeinflußten Wohngebäuden 2017 (Umweltatlas),Grafikformate,text/csv
